,state,county name,County seat,state initial,studio_2021,bedroom_1_2021,bedroom_2_2021,bedroom_3_2021,bedroom_4_2021,pop2017,lat,lng,coordinates,county,Distance (miles)
0,13,Baker County,Newton,GA,668.0,690.0,814.0,1054.0,1215.0,3250,31.3129575,-84.3357424,"(31.3129575, -84.3357424)",Baker,205
1,13,Dougherty County,Albany,GA,668.0,690.0,814.0,1054.0,1215.0,91520,31.5785074,-84.15574099999999,"(31.5785074, -84.15574099999999)",Dougherty,182
2,13,Lee County,Leesburg,GA,668.0,690.0,814.0,1054.0,1215.0,29215,31.7321156,-84.1707423,"(31.7321156, -84.1707423)",Lee,176
3,13,Terrell County,Dawson,GA,668.0,690.0,814.0,1054.0,1215.0,8980,31.7735001,-84.4465826,"(31.7735001, -84.4465826)",Terrell,167
4,13,Worth County,Sylvester,GA,668.0,690.0,814.0,1054.0,1215.0,20810,31.5307349,-83.8354542,"(31.5307349, -83.8354542)",Worth,172
5,13,Clarke County,Athens,GA,710.0,749.0,873.0,1183.0,1373.0,123555,33.9519347,-83.357567,"(33.9519347, -83.357567)",Clarke,72
6,13,Madison County,Danielsville,GA,710.0,749.0,873.0,1183.0,1373.0,28600,34.1242771,-83.2212629,"(34.1242771, -83.2212629)",Madison,87
7,13,Oconee County,Watkinsville,GA,710.0,749.0,873.0,1183.0,1373.0,35970,33.8628959,-83.4087708,"(33.8628959, -83.4087708)",Oconee,69
8,13,Oglethorpe County,Lexington,GA,710.0,749.0,873.0,1183.0,1373.0,14655,33.8698404,-83.111817,"(33.8698404, -83.111817)",Oglethorpe,88
9,13,Barrow County,Winder,GA,1101.0,1126.0,1284.0,1615.0,1976.0,75100,33.9926097,-83.7201709,"(33.9926097, -83.7201709)",Barrow,50
10,13,Bartow County,Cartersville,GA,1101.0,1126.0,1284.0,1615.0,1976.0,102625,34.1650972,-84.7999382,"(34.1650972, -84.7999382)",Bartow,43
11,13,Carroll County,Carrollton,GA,1101.0,1126.0,1284.0,1615.0,1976.0,114900,33.5801103,-85.0766113,"(33.5801103, -85.0766113)",Carroll,50
12,13,Cherokee County,Canton,GA,1101.0,1126.0,1284.0,1615.0,1976.0,235895,34.2367621,-84.4907621,"(34.2367621, -84.4907621)",Cherokee,41
13,13,Clayton County,Jonesboro,GA,1101.0,1126.0,1284.0,1615.0,1976.0,274150,33.5215013,-84.3538128,"(33.5215013, -84.3538128)",Clayton,17
14,13,Cobb County,Marietta,GA,1101.0,1126.0,1284.0,1615.0,1976.0,739070,33.95260200000001,-84.5499327,"(33.95260200000001, -84.5499327)",Cobb,20
15,13,Coweta County,Newnan,GA,1101.0,1126.0,1284.0,1615.0,1976.0,138015,33.3806716,-84.79965729999999,"(33.3806716, -84.79965729999999)",Coweta,38
16,13,Dawson County,Dawsonville,GA,1101.0,1126.0,1284.0,1615.0,1976.0,23395,34.4212052,-84.1190804,"(34.4212052, -84.1190804)",Dawson,57
17,13,DeKalb County,Decatur,GA,1101.0,1126.0,1284.0,1615.0,1976.0,736065,33.7748275,-84.2963123,"(33.7748275, -84.2963123)",DeKalb,6
18,13,Douglas County,Douglasville,GA,1101.0,1126.0,1284.0,1615.0,1976.0,140150,33.7514966,-84.7477136,"(33.7514966, -84.7477136)",Douglas,23
19,13,Fayette County,Fayetteville,GA,1101.0,1126.0,1284.0,1615.0,1976.0,110305,33.4486296,-84.4550443,"(33.4486296, -84.4550443)",Fayette,22
20,13,Forsyth County,Cumming,GA,1101.0,1126.0,1284.0,1615.0,1976.0,211300,34.2073196,-84.14019259999999,"(34.2073196, -84.14019259999999)",Forsyth,39
21,13,Fulton County,Atlanta,GA,1101.0,1126.0,1284.0,1615.0,1976.0,1010420,33.7489954,-84.3879824,"(33.7489954, -84.3879824)",Fulton,0
22,13,Gwinnett County,Lawrenceville,GA,1101.0,1126.0,1284.0,1615.0,1976.0,889955,33.9562149,-83.9879625,"(33.9562149, -83.9879625)",Gwinnett,32
23,13,Heard County,Franklin,GA,1101.0,1126.0,1284.0,1615.0,1976.0,11605,33.2776182,-85.0979973,"(33.2776182, -85.0979973)",Heard,58
24,13,Henry County,McDonough,GA,1101.0,1126.0,1284.0,1615.0,1976.0,217505,33.4473361,-84.1468616,"(33.4473361, -84.1468616)",Henry,30
25,13,Jasper County,Monticello,GA,1101.0,1126.0,1284.0,1615.0,1976.0,13730,33.3048479,-83.6832289,"(33.3048479, -83.6832289)",Jasper,61
26,13,Newton County,Covington,GA,1101.0,1126.0,1284.0,1615.0,1976.0,105040,33.5967815,-83.8601827,"(33.5967815, -83.8601827)",Newton,35
27,13,Paulding County,Dallas,GA,1101.0,1126.0,1284.0,1615.0,1976.0,152400,33.9244531,-84.8413056,"(33.9244531, -84.8413056)",Paulding,32
28,13,Pickens County,Jasper,GA,1101.0,1126.0,1284.0,1615.0,1976.0,30345,34.4695524,-84.4289888,"(34.4695524, -84.4289888)",Pickens,60
29,13,Pike County,Zebulon,GA,1101.0,1126.0,1284.0,1615.0,1976.0,17920,33.1023454,-84.3426997,"(33.1023454, -84.3426997)",Pike,48
30,13,Rockdale County,Conyers,GA,1101.0,1126.0,1284.0,1615.0,1976.0,88480,33.6676103,-84.01769039999999,"(33.6676103, -84.01769039999999)",Rockdale,24
31,13,Spalding County,Griffin,GA,1101.0,1126.0,1284.0,1615.0,1976.0,64190,33.2467807,-84.2640904,"(33.2467807, -84.2640904)",Spalding,45
32,13,Walton County,Monroe,GA,1101.0,1126.0,1284.0,1615.0,1976.0,88695,33.7948364,-83.713229,"(33.7948364, -83.713229)",Walton,46
33,13,Butts County,Jackson,GA,675.0,680.0,896.0,1201.0,1400.0,23555,33.2945651,-83.96602089999999,"(33.2945651, -83.96602089999999)",Butts,50
34,13,Haralson County,Buchanan,GA,687.0,691.0,830.0,1116.0,1391.0,28720,33.8021734,-85.1900624,"(33.8021734, -85.1900624)",Haralson,55
35,13,Lamar County,Barnesville,GA,668.0,683.0,779.0,1011.0,1201.0,18280,33.0545709,-84.15574950000001,"(33.0545709, -84.15574950000001)",Lamar,60
36,13,Meriwether County,Greenville,GA,667.0,672.0,885.0,1197.0,1249.0,21150,33.0287373,-84.7129848,"(33.0287373, -84.7129848)",Meriwether,61
37,13,Morgan County,Madison,GA,684.0,689.0,908.0,1181.0,1572.0,18015,33.5956813,-83.467944,"(33.5956813, -83.467944)",Morgan,59
38,13,Burke County,Waynesboro,GA,689.0,767.0,883.0,1200.0,1529.0,22645,33.0898731,-82.0156736,"(33.0898731, -82.0156736)",Burke,156
39,13,Columbia County,Appling,GA,689.0,767.0,883.0,1200.0,1529.0,143725,33.54609000000001,-82.3163154,"(33.54609000000001, -82.3163154)",Columbia,129
40,13,McDuffie County,Thomson,GA,689.0,767.0,883.0,1200.0,1529.0,21490,33.4706927,-82.50457329999999,"(33.4706927, -82.50457329999999)",McDuffie,117
41,13,Richmond County,Augusta,GA,689.0,767.0,883.0,1200.0,1529.0,201570,33.4734978,-82.0105148,"(33.4734978, -82.0105148)",Richmond,145
42,13,Lincoln County,Lincolnton,GA,585.0,651.0,747.0,1009.0,1013.0,7770,33.7923477,-82.479018,"(33.7923477, -82.479018)",Lincoln,136
43,13,Brantley County,Nahunta,GA,770.0,775.0,940.0,1314.0,1440.0,18410,31.20439,-81.98122599999999,"(31.20439, -81.98122599999999)",Brantley,256
44,13,Glynn County,Brunswick,GA,770.0,775.0,940.0,1314.0,1440.0,83465,31.1499528,-81.49148939999999,"(31.1499528, -81.49148939999999)",Glynn,307
45,13,McIntosh County,Darien,GA,770.0,775.0,940.0,1314.0,1440.0,14060,31.3702255,-81.43399029999999,"(31.3702255, -81.43399029999999)",McIntosh,291
46,13,Catoosa County,Ringgold,GA,683.0,746.0,900.0,1173.0,1402.0,65870,34.9159099,-85.1091173,"(34.9159099, -85.1091173)",Catoosa,101
47,13,Dade County,Trenton,GA,683.0,746.0,900.0,1173.0,1402.0,16280,34.8720222,-85.50913000000001,"(34.8720222, -85.50913000000001)",Dade,136
48,13,Walker County,Lafayette,GA,683.0,746.0,900.0,1173.0,1402.0,68610,34.7048022,-85.2818998,"(34.7048022, -85.2818998)",Walker,101
49,13,Chattahoochee County,Cusseta,GA,697.0,775.0,900.0,1209.0,1558.0,11095,32.3061354,-84.77704849999999,"(32.3061354, -84.77704849999999)",Chattahoochee,122
50,13,Harris County,Hamilton,GA,697.0,775.0,900.0,1209.0,1558.0,33200,32.7579106,-84.87493110000001,"(32.7579106, -84.87493110000001)",Harris,87
51,13,Marion County,Buena Vista,GA,697.0,775.0,900.0,1209.0,1558.0,8560,32.3190398,-84.51714109999999,"(32.3190398, -84.51714109999999)",Marion,138
52,13,Muscogee County,Columbus,GA,697.0,775.0,900.0,1209.0,1558.0,198645,32.4609764,-84.9877094,"(32.4609764, -84.9877094)",Muscogee,107
53,13,Whitfield County,Dalton,GA,559.0,640.0,794.0,1088.0,1094.0,103965,34.7698021,-84.9702228,"(34.7698021, -84.9702228)",Whitfield,89
54,13,Murray County,Chatsworth,GA,544.0,582.0,767.0,982.0,1071.0,39445,34.7659145,-84.7699385,"(34.7659145, -84.7699385)",Murray,85
55,13,Hall County,Gainesville,GA,807.0,884.0,1008.0,1329.0,1486.0,192865,34.2978794,-83.8240663,"(34.2978794, -83.8240663)",Hall,54
56,13,Liberty County,Hinesville,GA,871.0,901.0,1027.0,1470.0,1778.0,62120,31.8315028,-81.6141099,"(31.8315028, -81.6141099)",Liberty,239
57,13,Long County,Ludowici,GA,616.0,620.0,747.0,1069.0,1183.0,17855,31.7079919,-81.7423357,"(31.7079919, -81.7423357)",Long,236
58,13,Bibb County,Macon,GA,566.0,746.0,853.0,1086.0,1193.0,153925,32.8406946,-83.6324022,"(32.8406946, -83.6324022)",Bibb,85
59,13,Crawford County,Knoxville,GA,566.0,746.0,853.0,1086.0,1193.0,12385,32.7243072,-83.9976875,"(32.7243072, -83.9976875)",Crawford,85
60,13,Jones County,Gray,GA,566.0,746.0,853.0,1086.0,1193.0,28540,33.0095802,-83.5337816,"(33.0095802, -83.5337816)",Jones,87
61,13,Twiggs County,Jeffersonville,GA,566.0,746.0,853.0,1086.0,1193.0,8325,32.687646,-83.3465561,"(32.687646, -83.3465561)",Twiggs,107
62,13,Monroe County,Forsyth,GA,548.0,692.0,789.0,986.0,1366.0,26795,33.0342974,-83.938242,"(33.0342974, -83.938242)",Monroe,60
63,13,Floyd County,Rome,GA,654.0,658.0,832.0,1115.0,1319.0,96470,34.257038,-85.1646726,"(34.257038, -85.1646726)",Floyd,70
64,13,Bryan County,Pembroke,GA,948.0,996.0,1135.0,1559.0,1806.0,34885,32.1360332,-81.6220565,"(32.1360332, -81.6220565)",Bryan,218
65,13,Chatham County,Savannah,GA,948.0,996.0,1135.0,1559.0,1806.0,285505,32.0808989,-81.091203,"(32.0808989, -81.091203)",Chatham,248
66,13,Effingham County,Springfield,GA,948.0,996.0,1135.0,1559.0,1806.0,57085,32.3642241,-81.30418,"(32.3642241, -81.30418)",Effingham,239
67,13,Brooks County,Quitman,GA,630.0,634.0,826.0,1165.0,1430.0,15630,30.7849191,-83.5598811,"(30.7849191, -83.5598811)",Brooks,230
68,13,Echols County,Statenville,GA,630.0,634.0,826.0,1165.0,1430.0,4010,30.7034299,-83.02806129999999,"(30.7034299, -83.02806129999999)",Echols,246
69,13,Lanier County,Lakeland,GA,630.0,634.0,826.0,1165.0,1430.0,10390,31.0410373,-83.0751471,"(31.0410373, -83.0751471)",Lanier,226
70,13,Lowndes County,Valdosta,GA,630.0,634.0,826.0,1165.0,1430.0,113940,30.8327022,-83.2784851,"(30.8327022, -83.2784851)",Lowndes,228
71,13,Houston County,Perry,GA,771.0,841.0,959.0,1255.0,1595.0,150340,32.4582065,-83.7315723,"(32.4582065, -83.7315723)",Houston,106
72,13,Peach County,Fort Valley,GA,555.0,638.0,841.0,1142.0,1189.0,27025,32.5537585,-83.8874084,"(32.5537585, -83.8874084)",Peach,104
73,13,Pulaski County,Hawkinsville,GA,570.0,635.0,724.0,1036.0,1195.0,11395,32.2837731,-83.4721177,"(32.2837731, -83.4721177)",Pulaski,128
74,13,Appling County,Baxley,GA,507.0,510.0,648.0,927.0,975.0,18470,31.7782514,-82.3484618,"(31.7782514, -82.3484618)",Appling,201
75,13,Atkinson County,Pearson,GA,488.0,492.0,648.0,897.0,975.0,8315,31.297703,-82.8523668,"(31.297703, -82.8523668)",Atkinson,222
76,13,Bacon County,Alma,GA,547.0,568.0,648.0,829.0,1122.0,11280,31.5393701,-82.4623557,"(31.5393701, -82.4623557)",Bacon,212
77,13,Baldwin County,Milledgeville,GA,624.0,639.0,740.0,920.0,1035.0,45525,33.0801429,-83.2320991,"(33.0801429, -83.2320991)",Baldwin,98
78,13,Banks County,Homer,GA,622.0,633.0,726.0,903.0,1002.0,18365,34.3337156,-83.499055,"(34.3337156, -83.499055)",Banks,75
79,13,Ben Hill County,Fitzgerald,GA,552.0,553.0,654.0,868.0,987.0,17270,31.7149082,-83.25265449999999,"(31.7149082, -83.25265449999999)",Ben,183
80,13,Berrien County,Nashville,GA,494.0,497.0,648.0,927.0,958.0,19015,31.2074197,-83.25015479999999,"(31.2074197, -83.25015479999999)",Berrien,205
81,13,Bleckley County,Cochran,GA,507.0,510.0,648.0,856.0,968.0,12780,32.3868278,-83.35460979999999,"(32.3868278, -83.35460979999999)",Bleckley,121
82,13,Bulloch County,Statesboro,GA,650.0,656.0,778.0,1113.0,1347.0,73740,32.4487876,-81.7831674,"(32.4487876, -81.7831674)",Bulloch,209
83,13,Calhoun County,Morgan,GA,488.0,492.0,648.0,806.0,879.0,6505,31.5376731,-84.5993601,"(31.5376731, -84.5993601)",Calhoun,182
84,13,Camden County,Woodbine,GA,717.0,722.0,915.0,1247.0,1506.0,52250,30.9638429,-81.7226063,"(30.9638429, -81.7226063)",Camden,282
85,13,Candler County,Metter,GA,507.0,510.0,648.0,880.0,955.0,10895,32.397118,-82.0601195,"(32.397118, -82.0601195)",Candler,187
86,13,Charlton County,Folkston,GA,547.0,568.0,648.0,859.0,941.0,12965,30.8305102,-82.0098375,"(30.8305102, -82.0098375)",Charlton,271
87,13,Chattooga County,Summerville,GA,494.0,498.0,656.0,917.0,1128.0,24880,34.480642,-85.3477343,"(34.480642, -85.3477343)",Chattooga,89
88,13,Clay County,Fort Gaines,GA,507.0,510.0,648.0,927.0,975.0,3025,31.6090569,-85.0471505,"(31.6090569, -85.0471505)",Clay,183
89,13,Clinch County,Homerville,GA,507.0,510.0,648.0,927.0,975.0,6790,31.0365983,-82.74708489999999,"(31.0365983, -82.74708489999999)",Clinch,241
90,13,Coffee County,Douglas,GA,547.0,568.0,648.0,806.0,879.0,43050,31.5088073,-82.8498654,"(31.5088073, -82.8498654)",Coffee,199
91,13,Colquitt County,Moultrie,GA,545.0,548.0,685.0,852.0,965.0,45890,31.1799407,-83.7888387,"(31.1799407, -83.7888387)",Colquitt,198
92,13,Cook County,Adel,GA,551.0,555.0,683.0,888.0,1071.0,17190,31.1371358,-83.4234936,"(31.1371358, -83.4234936)",Cook,203
93,13,Crisp County,Cordele,GA,561.0,583.0,665.0,884.0,905.0,23005,31.9635074,-83.7823938,"(31.9635074, -83.7823938)",Crisp,143
94,13,Decatur County,Bainbridge,GA,516.0,520.0,664.0,870.0,900.0,27025,30.9037995,-84.57546990000002,"(30.9037995, -84.57546990000002)",Decatur,233
95,13,Dodge County,Eastman,GA,488.0,492.0,648.0,815.0,965.0,21065,32.1976729,-83.1776514,"(32.1976729, -83.1776514)",Dodge,138
96,13,Dooly County,Vienna,GA,547.0,568.0,648.0,806.0,879.0,14055,32.0915577,-83.7954518,"(32.0915577, -83.7954518)",Dooly,133
97,13,Early County,Blakely,GA,494.0,580.0,661.0,833.0,934.0,10405,31.3776754,-84.93409199999999,"(31.3776754, -84.93409199999999)",Early,193
98,13,Elbert County,Elberton,GA,494.0,497.0,655.0,866.0,1019.0,19290,34.1112226,-82.8670839,"(34.1112226, -82.8670839)",Elbert,111
99,13,Emanuel County,Swainsboro,GA,488.0,492.0,648.0,902.0,1104.0,22500,32.5973856,-82.33373759999999,"(32.5973856, -82.33373759999999)",Emanuel,176
100,13,Evans County,Claxton,GA,516.0,519.0,684.0,855.0,1140.0,10755,32.1612812,-81.90401990000001,"(32.1612812, -81.90401990000001)",Evans,208
101,13,Fannin County,Blue Ridge,GA,654.0,669.0,763.0,1092.0,1307.0,24480,34.8639719,-84.32408699999999,"(34.8639719, -84.32408699999999)",Fannin,93
102,13,Franklin County,Carnesville,GA,428.0,563.0,648.0,925.0,987.0,22330,34.3698266,-83.23515499999999,"(34.3698266, -83.23515499999999)",Franklin,85
103,13,Gilmer County,Ellijay,GA,584.0,588.0,775.0,964.0,1342.0,29615,34.6948076,-84.4821498,"(34.6948076, -84.4821498)",Gilmer,78
104,13,Glascock County,Gibson,GA,547.0,568.0,648.0,927.0,981.0,3025,33.2334789,-82.5954083,"(33.2334789, -82.5954083)",Glascock,122
105,13,Gordon County,Calhoun,GA,554.0,570.0,684.0,977.0,1166.0,56425,34.502587,-84.9510542,"(34.502587, -84.9510542)",Gordon,69
106,13,Grady County,Cairo,GA,530.0,533.0,703.0,950.0,953.0,25050,30.8774132,-84.2012897,"(30.8774132, -84.2012897)",Grady,231
107,13,Greene County,Greensboro,GA,560.0,563.0,716.0,905.0,1016.0,16730,33.5756831,-83.18237890000002,"(33.5756831, -83.18237890000002)",Greene,76
108,13,Habersham County,Clarkesville,GA,476.0,557.0,722.0,975.0,979.0,43880,34.6125971,-83.5248933,"(34.6125971, -83.5248933)",Habersham,84
109,13,Hancock County,Sparta,GA,550.0,553.0,703.0,981.0,1217.0,8665,33.2757006,-82.97625889999999,"(33.2757006, -82.97625889999999)",Hancock,102
110,13,Hart County,Hartwell,GA,564.0,568.0,748.0,930.0,1152.0,25535,34.3528825,-82.932087,"(34.3528825, -82.932087)",Hart,109
111,13,Irwin County,Ocilla,GA,507.0,510.0,648.0,806.0,975.0,9280,31.5943567,-83.2504328,"(31.5943567, -83.2504328)",Irwin,187
112,13,Jackson County,Jefferson,GA,595.0,599.0,789.0,1078.0,1194.0,63850,34.1170537,-83.5723876,"(34.1170537, -83.5723876)",Jackson,61
113,13,Jeff Davis County,Hazlehurst,GA,507.0,510.0,648.0,806.0,887.0,15000,31.8696309,-82.59430259999999,"(31.8696309, -82.59430259999999)",Jeff,187
114,13,Jefferson County,Louisville,GA,488.0,492.0,648.0,833.0,1107.0,15955,33.0015407,-82.4112377,"(33.0015407, -82.4112377)",Jefferson,145
115,13,Jenkins County,Millen,GA,507.0,510.0,648.0,870.0,975.0,8930,32.8040512,-81.9492812,"(32.8040512, -81.9492812)",Jenkins,176
116,13,Johnson County,Wrightsville,GA,547.0,568.0,648.0,877.0,975.0,9800,32.7293279,-82.719859,"(32.7293279, -82.719859)",Johnson,142
117,13,Laurens County,Dublin,GA,526.0,529.0,648.0,888.0,1035.0,47450,32.5404447,-82.90375399999999,"(32.5404447, -82.90375399999999)",Laurens,137
118,13,Lumpkin County,Dahlonega,GA,694.0,699.0,921.0,1215.0,1533.0,31565,34.5261465,-83.9843953,"(34.5261465, -83.9843953)",Lumpkin,65
119,13,Macon County,Oglethorpe,GA,516.0,519.0,648.0,806.0,1122.0,13675,32.293769,-84.0610191,"(32.293769, -84.0610191)",Macon,118
120,13,Miller County,Colquitt,GA,634.0,649.0,740.0,920.0,1114.0,5885,31.17129349999999,-84.7332527,"(31.17129349999999, -84.7332527)",Miller,211
121,13,Mitchell County,Camilla,GA,569.0,592.0,675.0,840.0,915.0,22575,31.2312933,-84.21046109999999,"(31.2312933, -84.21046109999999)",Mitchell,205
122,13,Montgomery County,Mount Vernon,GA,547.0,568.0,648.0,927.0,975.0,8960,32.1785145,-82.5945783,"(32.1785145, -82.5945783)",Montgomery,165
123,13,Pierce County,Blackshear,GA,582.0,586.0,695.0,873.0,1099.0,19140,31.3060513,-82.2420661,"(31.3060513, -82.2420661)",Pierce,237
124,13,Polk County,Cedartown,GA,571.0,574.0,757.0,977.0,1027.0,41445,34.0112715,-85.25658229999999,"(34.0112715, -85.25658229999999)",Polk,72
125,13,Putnam County,Eatonton,GA,725.0,754.0,859.0,1068.0,1200.0,21430,33.3267997,-83.3884961,"(33.3267997, -83.3884961)",Putnam,77
126,13,Quitman County,Georgetown,GA,517.0,520.0,661.0,901.0,995.0,2140,31.884605,-85.1074308,"(31.884605, -85.1074308)",Quitman,158
127,13,Rabun County,Clayton,GA,565.0,569.0,750.0,933.0,1188.0,16355,34.8781479,-83.4009933,"(34.8781479, -83.4009933)",Rabun,108
128,13,Randolph County,Cuthbert,GA,523.0,527.0,694.0,863.0,1044.0,7205,31.7712748,-84.7893658,"(31.7712748, -84.7893658)",Randolph,162
129,13,Schley County,Ellaville,GA,488.0,492.0,648.0,927.0,975.0,5170,32.2382139,-84.30907979999999,"(32.2382139, -84.30907979999999)",Schley,125
130,13,Screven County,Sylvania,GA,488.0,492.0,648.0,913.0,975.0,14035,32.7504441,-81.636776,"(32.7504441, -81.636776)",Screven,204
131,13,Seminole County,Donalsonville,GA,518.0,602.0,765.0,953.0,1120.0,8550,31.0404625,-84.87909110000001,"(31.0404625, -84.87909110000001)",Seminole,222
132,13,Stephens County,Toccoa,GA,510.0,514.0,677.0,969.0,1131.0,25625,34.5773206,-83.3323851,"(34.5773206, -83.3323851)",Stephens,94
133,13,Stewart County,Lumpkin,GA,488.0,492.0,648.0,806.0,975.0,5830,32.0509895,-84.7990901,"(32.0509895, -84.7990901)",Stewart,141
134,13,Sumter County,Americus,GA,560.0,564.0,743.0,924.0,1236.0,30685,32.0723861,-84.23268759999999,"(32.0723861, -84.23268759999999)",Sumter,137
135,13,Talbot County,Talbotton,GA,609.0,613.0,779.0,1011.0,1172.0,6425,32.6776372,-84.5393664,"(32.6776372, -84.5393664)",Talbot,91
136,13,Taliaferro County,Crawfordville,GA,507.0,510.0,648.0,806.0,1122.0,1845,33.5540209,-82.8959785,"(33.5540209, -82.8959785)",Taliaferro,93
137,13,Tattnall County,Reidsville,GA,547.0,568.0,648.0,927.0,1122.0,25400,32.0868611,-82.1178978,"(32.0868611, -82.1178978)",Tattnall,200
138,13,Taylor County,Butler,GA,428.0,510.0,648.0,842.0,1011.0,8265,32.5570898,-84.2382482,"(32.5570898, -84.2382482)",Taylor,102
139,13,Telfair County,McRae,GA,446.0,532.0,676.0,841.0,917.0,16340,32.0679541,-82.9006993,"(32.0679541, -82.9006993)",Telfair,163
140,13,Thomas County,Thomasville,GA,638.0,640.0,844.0,1054.0,1325.0,44910,30.8365815,-83.9787808,"(30.8365815, -83.9787808)",Thomas,226
141,13,Tift County,Tifton,GA,533.0,537.0,681.0,847.0,1000.0,40530,31.4504629,-83.5084973,"(31.4504629, -83.5084973)",Tift,181
142,13,Toombs County,Lyons,GA,488.0,492.0,648.0,872.0,1122.0,27160,32.2043546,-82.32179099999999,"(32.2043546, -82.32179099999999)",Toombs,186
143,13,Towns County,Hiawassee,GA,614.0,618.0,753.0,974.0,1304.0,11175,34.9492586,-83.7573948,"(34.9492586, -83.7573948)",Towns,107
144,13,Treutlen County,Soperton,GA,507.0,510.0,648.0,927.0,943.0,6750,32.37711820000001,-82.5923554,"(32.37711820000001, -82.5923554)",Treutlen,155
145,13,Troup County,Lagrange,GA,637.0,641.0,845.0,1140.0,1183.0,69435,33.0362218,-85.0322444,"(33.0362218, -85.0322444)",Troup,67
146,13,Turner County,Ashburn,GA,507.0,510.0,648.0,806.0,1122.0,8035,31.7060134,-83.653224,"(31.7060134, -83.653224)",Turner,160
147,13,Union County,Blairsville,GA,546.0,549.0,698.0,980.0,1175.0,22260,34.8760734,-83.95844559999999,"(34.8760734, -83.95844559999999)",Union,116
148,13,Upson County,Thomaston,GA,474.0,545.0,718.0,898.0,1128.0,26240,32.8881879,-84.3265854,"(32.8881879, -84.3265854)",Upson,77
149,13,Ware County,Waycross,GA,530.0,533.0,703.0,930.0,1123.0,35690,31.2135511,-82.3540178,"(31.2135511, -82.3540178)",Ware,237
150,13,Warren County,Warrenton,GA,503.0,506.0,667.0,872.0,1155.0,5410,33.40708370000001,-82.6620781,"(33.40708370000001, -82.6620781)",Warren,109
151,13,Washington County,Sandersville,GA,552.0,574.0,654.0,885.0,921.0,20505,32.9815431,-82.810138,"(32.9815431, -82.810138)",Washington,127
152,13,Wayne County,Jesup,GA,488.0,492.0,648.0,856.0,950.0,29835,31.6074365,-81.8853924,"(31.6074365, -81.8853924)",Wayne,231
153,13,Webster County,Preston,GA,511.0,514.0,653.0,812.0,983.0,2625,32.0659918,-84.537417,"(32.0659918, -84.537417)",Webster,149
154,13,Wheeler County,Alamo,GA,507.0,510.0,648.0,927.0,975.0,7950,32.1471202,-82.7779171,"(32.1471202, -82.7779171)",Wheeler,160
155,13,White County,Cleveland,GA,619.0,623.0,763.0,1006.0,1035.0,28510,34.5970402,-83.7632366,"(34.5970402, -83.7632366)",White,81
156,13,Wilcox County,Abbeville,GA,507.0,510.0,648.0,865.0,975.0,8895,31.9921223,-83.3068243,"(31.9921223, -83.3068243)",Wilcox,152
157,13,Wilkes County,Washington,GA,558.0,562.0,740.0,975.0,1114.0,9905,33.7367948,-82.7393089,"(33.7367948, -82.7393089)",Wilkes,110
158,13,Wilkinson County,Irwinton,GA,527.0,530.0,699.0,869.0,979.0,9145,32.8112594,-83.1726541,"(32.8112594, -83.1726541)",Wilkinson,113
